description	n_missing	n_non_missing	PHESANT_transformation	n_cases	n_controls	variable_type	source	notes	phenotype	raymond_both_sexes_qc	dominance_qc	dominance_qc_no_ordinal
Leg fat percentage (right)	6383	354811	23111_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right leg fat percentages Range 1-75% in 0.1% increments.	23111_raw	FALSE	FALSE	FALSE
Leg fat mass (right)	6387	354807	23112_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right leg fat mass Right leg fat mass in Kg, 0.1 increments.	23112_irnt	TRUE	TRUE	TRUE
Leg fat mass (right)	6387	354807	23112_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right leg fat mass Right leg fat mass in Kg, 0.1 increments.	23112_raw	FALSE	FALSE	FALSE
Leg fat-free mass (right)	6396	354798	23113_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right leg fat free mass. Right leg fat free mass in Kg, 0.1 increments.	23113_irnt	TRUE	TRUE	TRUE
Leg fat-free mass (right)	6396	354798	23113_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right leg fat free mass. Right leg fat free mass in Kg, 0.1 increments.	23113_raw	FALSE	FALSE	FALSE
Leg predicted mass (right)	6396	354798	23114_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right leg predicted mass. in Kg, 0.1 increments.	23114_irnt	TRUE	TRUE	TRUE
Leg predicted mass (right)	6396	354798	23114_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right leg predicted mass. in Kg, 0.1 increments.	23114_raw	FALSE	FALSE	FALSE
Leg fat percentage (left)	6403	354791	23115_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left leg fat percentage Range 1-75% in 0.1% increments.	23115_irnt	TRUE	TRUE	TRUE
Leg fat percentage (left)	6403	354791	23115_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left leg fat percentage Range 1-75% in 0.1% increments.	23115_raw	FALSE	FALSE	FALSE
Leg fat mass (left)	6406	354788	23116_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left leg fat mass Left leg free mass in Kg, 0.1 increments.	23116_irnt	TRUE	TRUE	TRUE
Leg fat mass (left)	6406	354788	23116_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left leg fat mass Left leg free mass in Kg, 0.1 increments.	23116_raw	FALSE	FALSE	FALSE
Leg fat-free mass (left)	6423	354771	23117_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left leg fat free mass. Left leg fat free mass in Kg, 0.1 increments.	23117_irnt	TRUE	TRUE	TRUE
Leg fat-free mass (left)	6423	354771	23117_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left leg fat free mass. Left leg fat free mass in Kg, 0.1 increments.	23117_raw	FALSE	FALSE	FALSE
Leg predicted mass (left)	6428	354766	23118_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left leg predicted mass. in Kg, 0.1 increments.	23118_irnt	TRUE	TRUE	TRUE
Leg predicted mass (left)	6428	354766	23118_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left leg predicted mass. in Kg, 0.1 increments.	23118_raw	FALSE	FALSE	FALSE
Arm fat percentage (right)	6434	354760	23119_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right arm fat percentage Range 1-75% in 0.1% increments.	23119_irnt	TRUE	TRUE	TRUE
Arm fat percentage (right)	6434	354760	23119_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right arm fat percentage Range 1-75% in 0.1% increments.	23119_raw	FALSE	FALSE	FALSE
Arm fat mass (right)	6458	354736	23120_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right arm fat mass. Right arm fat mass in Kg, 0.1 increments.	23120_irnt	TRUE	TRUE	TRUE
Arm fat mass (right)	6458	354736	23120_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right arm fat mass. Right arm fat mass in Kg, 0.1 increments.	23120_raw	FALSE	FALSE	FALSE
Arm fat-free mass (right)	6462	354732	23121_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right arm fat free mass Right arm fat free mass in Kg, 0.1 increments.	23121_irnt	TRUE	TRUE	TRUE
Arm fat-free mass (right)	6462	354732	23121_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right arm fat free mass Right arm fat free mass in Kg, 0.1 increments.	23121_raw	FALSE	FALSE	FALSE
Arm predicted mass (right)	6468	354726	23122_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Right Arm predicted mass in Kg, 0.1 increments.	23122_irnt	TRUE	TRUE	TRUE
Arm predicted mass (right)	6468	354726	23122_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Right Arm predicted mass in Kg, 0.1 increments.	23122_raw	FALSE	FALSE	FALSE
Arm fat percentage (left)	6487	354707	23123_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left arm fat percentage Range 1-75% in 0.1% increments.	23123_irnt	TRUE	TRUE	TRUE
Arm fat percentage (left)	6487	354707	23123_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left arm fat percentage Range 1-75% in 0.1% increments.	23123_raw	FALSE	FALSE	FALSE
Arm fat mass (left)	6521	354673	23124_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left arm fat mass. Left arm fat mass in Kg, 0.1 increments.	23124_irnt	TRUE	TRUE	TRUE
Arm fat mass (left)	6521	354673	23124_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left arm fat mass. Left arm fat mass in Kg, 0.1 increments.	23124_raw	FALSE	FALSE	FALSE
Arm fat-free mass (left)	6526	354668	23125_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left arm fat free mass Left arm fat free mass in Kg, 0.1 increments.	23125_irnt	TRUE	TRUE	TRUE
Arm fat-free mass (left)	6526	354668	23125_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left arm fat free mass Left arm fat free mass in Kg, 0.1 increments.	23125_raw	FALSE	FALSE	FALSE
Arm predicted mass (left)	6541	354653	23126_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Left arm predicted mass. in Kg, 0.1 increments.	23126_irnt	TRUE	TRUE	TRUE
Arm predicted mass (left)	6541	354653	23126_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Left arm predicted mass. in Kg, 0.1 increments.	23126_raw	FALSE	FALSE	FALSE
Trunk fat percentage	6575	354619	23127_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Trunk fat percentages Range 1-75% in 0.1% increments.	23127_irnt	TRUE	TRUE	TRUE
Trunk fat percentage	6575	354619	23127_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Trunk fat percentages Range 1-75% in 0.1% increments.	23127_raw	FALSE	FALSE	FALSE
Trunk fat mass	6597	354597	23128_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Trunk fat mass Trunk fat mass in Kg, 0.1 increments.	23128_irnt	TRUE	TRUE	TRUE
Trunk fat mass	6597	354597	23128_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Trunk fat mass Trunk fat mass in Kg, 0.1 increments.	23128_raw	FALSE	FALSE	FALSE
Trunk fat-free mass	6664	354530	23129_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Trunk fat free mass. Trunk fat free mass in Kg, 0.1 increments.	23129_irnt	TRUE	TRUE	TRUE
Trunk fat-free mass	6664	354530	23129_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Trunk fat free mass. Trunk fat free mass in Kg, 0.1 increments.	23129_raw	FALSE	FALSE	FALSE
Trunk predicted mass	6700	354494	23130_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Body composition estimation by impedance measurement. Trunk predicted mass in Kg, 0.1 increments.	23130_irnt	TRUE	TRUE	TRUE
Trunk predicted mass	6700	354494	23130_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Body composition estimation by impedance measurement. Trunk predicted mass in Kg, 0.1 increments.	23130_raw	FALSE	FALSE	FALSE
Wheeze or whistling in the chest in last year	6671	354523	2316_0|| CAT-SINGLE || Inc(>=10): 0(280695) || Inc(>=10): 1(73828) || CAT-SINGLE-BINARY || sample 280695/73828(354523) ||	73828	280695	binary	phesant	"ACE touchscreen question ""In the last year have you ever had wheeze or whistling in the chest?"""	2316	TRUE	TRUE	TRUE
Chest pain or discomfort	3687	357507	2335_0|| CAT-SINGLE || Inc(>=10): 0(301274) || Inc(>=10): 1(56233) || CAT-SINGLE-BINARY || sample 301274/56233(357507) ||	56233	301274	binary	phesant	"ACE touchscreen question ""Do you ever have any pain or discomfort in your chest?"""	2335	TRUE	TRUE	TRUE
Ever had bowel cancer screening	5841	355353	2345_0|| CAT-SINGLE || Inc(>=10): 1(114475) || Inc(>=10): 0(240878) || CAT-SINGLE-BINARY || sample 240878/114475(355353) ||	114475	240878	binary	phesant	"ACE touchscreen question ""Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)"" If the participant activated the Help button they were shown the message: Screening tests for bowel or colorectal cancer include: - FOBT (faecal occult blood test) - this is when you are given a set of cards and asked to smear a part of your stool on three separate occasions onto the cards and then return the cards to be tested for blood. - Sigmoidoscopy - a tube is used to examine the lower bowel. This is usually done in a doctor's office without pain relief. - Colonoscopy - a long tube is used the examine the whole large bowel; you would usually have to drink a large amount of special liquid to prepare the bowel, and you would be given a sedative medication for the procedure."	2345	TRUE	TRUE	TRUE
Most recent bowel cancer screening	279786	81408	2355_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <1, 1: [1,3), 2: >=3 ||cat N: 1543, 45989, 33876 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""How many years ago was the most recent one of these tests?"" The following checks were performed: If answer If answer > Participants age - 5 years then rejected If answer > 20 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2355~ was collected from participants who indicated they have had a screening test for bowel (colorectal) cancer, as indicated by their answers to ~F2345~"	2355	TRUE	TRUE	FALSE
Ever had prostate specific antigen (PSA) test	203086	158108	2365_0|| CAT-SINGLE || Inc(>=10): 0(108649) || Inc(>=10): 1(49459) || CAT-SINGLE-BINARY || sample 108649/49459(158108) ||	49459	108649	binary	phesant	"ACE touchscreen question ""Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)?"" If the participant activated the Help button they were shown the message: If you are unsure, select Do not know."	2365	FALSE	FALSE	FALSE
Relative age of first facial hair	199724	161470	2375_0|| CAT-SINGLE || Inc(>=10): 2(129996) || Inc(>=10): 3(20852) || Inc(>=10): 1(10622) || ordered || CAT-ORD || order: 1|2|3 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""When did you start to grow facial hair?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."	2375	FALSE	FALSE	FALSE
Relative age voice broke	206735	154459	2385_0|| CAT-SINGLE || Inc(>=10): 2(138718) || Inc(>=10): 1(6627) || Inc(>=10): 3(9114) || ordered || CAT-ORD || order: 1|2|3 || num categories: 3 ||			ordinal	phesant	"ACE touchscreen question ""When did your voice break?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."	2385	FALSE	FALSE	FALSE
Hair/balding pattern: Pattern 1	195545	165649	2395_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 1  || Inc(>=10): 1(53076) ||	53076	112573	binary	phesant	"ACE touchscreen question ""Which of the following best describes your hair/balding pattern?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"	2395_1	FALSE	FALSE	FALSE
Hair/balding pattern: Pattern 2	195545	165649	2395_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 2  || Inc(>=10): 2(38044) ||	38044	127605	binary	phesant	"ACE touchscreen question ""Which of the following best describes your hair/balding pattern?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"	2395_2	FALSE	FALSE	FALSE
Hair/balding pattern: Pattern 3	195545	165649	2395_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 3  || Inc(>=10): 3(44304) ||	44304	121345	binary	phesant	"ACE touchscreen question ""Which of the following best describes your hair/balding pattern?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"	2395_3	FALSE	FALSE	FALSE
Hair/balding pattern: Pattern 4	195545	165649	2395_0 || CAT-SINGLE || CAT-SINGLE-BINARY-VAR: 4  || Inc(>=10): 4(30225) ||	30225	135424	binary	phesant	"ACE touchscreen question ""Which of the following best describes your hair/balding pattern?"" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]"	2395_4	FALSE	FALSE	FALSE
Nitrogen dioxide air pollution; 2010	5116	356078	24003_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2010.	24003_irnt	TRUE	TRUE	TRUE
Nitrogen dioxide air pollution; 2010	5116	356078	24003_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2010.	24003_raw	FALSE	FALSE	FALSE
Nitrogen oxides air pollution; 2010	5116	356078	24004_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Nitrogen oxides; Land Use Regression (LUR) estimate for annual average 2010.	24004_irnt	TRUE	TRUE	TRUE
Nitrogen oxides air pollution; 2010	5116	356078	24004_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Nitrogen oxides; Land Use Regression (LUR) estimate for annual average 2010.	24004_raw	FALSE	FALSE	FALSE
Particulate matter air pollution (pm10); 2010	31308	329886	24005_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	PM10 (particulate matter with diameter less than or equal to 10 micrometres); Land Use Regression (LUR) estimate for annual average 2010.	24005_irnt	TRUE	TRUE	TRUE
Particulate matter air pollution (pm10); 2010	31308	329886	24005_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	PM10 (particulate matter with diameter less than or equal to 10 micrometres); Land Use Regression (LUR) estimate for annual average 2010.	24005_raw	FALSE	FALSE	FALSE
Particulate matter air pollution (pm2.5); 2010	31308	329886	24006_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	PM10 (particulate matter with diameter less than or equal to 2.5 micrometres); Land Use Regression (LUR) estimate for annual average 2010.	24006_irnt	TRUE	TRUE	TRUE
Particulate matter air pollution (pm2.5); 2010	31308	329886	24006_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	PM10 (particulate matter with diameter less than or equal to 2.5 micrometres); Land Use Regression (LUR) estimate for annual average 2010.	24006_raw	FALSE	FALSE	FALSE
Particulate matter air pollution (pm2.5) absorbance; 2010	31308	329886	24007_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	PM2.5 absorbance. This is ameasurement of the blackness of PM2.5 filters; a proxy for elemental carbon, which is the dominant light absorbing substanc. Land Use Regression (LUR) estimate for annual average 2010	24007_irnt	TRUE	TRUE	TRUE
Particulate matter air pollution (pm2.5) absorbance; 2010	31308	329886	24007_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	PM2.5 absorbance. This is ameasurement of the blackness of PM2.5 filters; a proxy for elemental carbon, which is the dominant light absorbing substanc. Land Use Regression (LUR) estimate for annual average 2010	24007_raw	FALSE	FALSE	FALSE
Particulate matter air pollution 2.5-10um; 2010	31308	329886	24008_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	PM coarse (particulate matter betweem 2.5 and 10 micrometres); Land Use Regression (LUR) estimate for annual average 2010.	24008_irnt	TRUE	TRUE	TRUE
Particulate matter air pollution 2.5-10um; 2010	31308	329886	24008_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	PM coarse (particulate matter betweem 2.5 and 10 micrometres); Land Use Regression (LUR) estimate for annual average 2010.	24008_raw	FALSE	FALSE	FALSE
Traffic intensity on the nearest road	5116	356078	24009_0|| INTEGER || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [500,500], 1: (500,14062), 2: >=14062 ||cat N: 334380, 10842, 10856 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	Traffic intensity (average total number of motor vehicles per 24 hours) on the nearest road based upon local road network measured in vehicles per day. Traffic count data is from the Road Traffic Statistics Branch at the Department for Transport attached to the local road network. Traffic data for unmonitored links were estimates based on surrounding monitored links. The minimum traffic count was set to 500 vehicles per day. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009.	24009	TRUE	TRUE	FALSE
Inverse distance to the nearest road	5116	356078	24010_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Inverse distance to the nearest road based upon local road network. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009.	24010_irnt	TRUE	TRUE	TRUE
Inverse distance to the nearest road	5116	356078	24010_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Inverse distance to the nearest road based upon local road network. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009.	24010_raw	FALSE	FALSE	FALSE
Traffic intensity on the nearest major road	5116	356078	24011_0|| INTEGER || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Traffic intensity is the average total number of motor vehicles per 24 hours on the nearest major road based upon a local road network. Traffic count data is from the Road Traffic Statistics Branch at the Department for Transport attached to the local road network. Traffic data for unmonitored links were estimates based on surrounding monitored links. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009. The definition of a major road for the local road network is a road with traffic intensity greater than 5000 motor vehicles per 24 hours.	24011_irnt	TRUE	TRUE	TRUE
Traffic intensity on the nearest major road	5116	356078	24011_0|| INTEGER || CONTINUOUS ||  ||			continuous_raw	phesant	Traffic intensity is the average total number of motor vehicles per 24 hours on the nearest major road based upon a local road network. Traffic count data is from the Road Traffic Statistics Branch at the Department for Transport attached to the local road network. Traffic data for unmonitored links were estimates based on surrounding monitored links. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009. The definition of a major road for the local road network is a road with traffic intensity greater than 5000 motor vehicles per 24 hours.	24011_raw	FALSE	FALSE	FALSE
Inverse distance to the nearest major road	5116	356078	24012_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Inverse distance to the nearest major road based upon a local road network. The definition of a major road for the local road network is a road with traffic intensity greater than 5000 motor vehicles per 24 hours. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009.	24012_irnt	TRUE	TRUE	TRUE
Inverse distance to the nearest major road	5116	356078	24012_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Inverse distance to the nearest major road based upon a local road network. The definition of a major road for the local road network is a road with traffic intensity greater than 5000 motor vehicles per 24 hours. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009.	24012_raw	FALSE	FALSE	FALSE
Total traffic load on major roads	5116	356078	24013_0|| INTEGER || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [0,0], 1: (0,2336964), 2: >=2336964 ||cat N: 307437, 24319, 24322 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	Total traffic load (average total number of motor vehicles per 24 hours * length of road segment) on major roads in a 100 metres circular buffer of residential address based upon local road network. The definition of a major road for the local road network is a road with traffic intensity greater than 5000 motor vehicles per 24 hours. The local road network is taken from the Ordnance Survey Meridian 2 road network (scale 1:50000, 1 metre accuracy), 2009.	24013	TRUE	TRUE	FALSE
Close to major road	5116	356078	24014_0|| CAT-SINGLE || reassignments: 9=NA || Inc(>=10): 0(331522) || Inc(>=10): 1(24556) || CAT-SINGLE-BINARY || sample 331522/24556(356078) ||	24556	331522	binary	phesant	Indicator variable indicating whether a residential address is within 50 metres of a class 1 or 2 type road and/or within 100 metres of a class 0 road, based upon central road network. The Central road network is taken from Eurostreets version 3.1 digital road network (scale 1:10000), derived from the TeleAtlas MultiNet TM dataset for the year 2008. All roads of class 0, 1 and 2 (motorways, main roads of major importance and other main roads) were classified as major roads. Based upon local knowledge classes 3 and 4 (secondary roads and local connecting roads) were also classified as major roads.	24014	TRUE	TRUE	TRUE
Sum of road length of major roads within 100m	5116	356078	24015_0|| CONTINUOUS MAIN || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [0,0], 1: (0,180.78), 2: >=180.78 ||cat N: 304099, 25989, 25990 || CAT-ORD || order: 0|1|2 || num categories: 3 ||			ordinal	phesant	Sum of road length of major roads from the central road network within a 100 metre circular buffer of residential address. The Central road network is taken from Eurostreets version 3.1 digital road network (scale 1:10000), derived from the TeleAtlas MultiNet TM dataset for the year 2008. All roads of class 0, 1and 2 (motorways, main roads of major importance and other main roads) were classified as major roads. Based upon local knowledge classes 3 and 4 (secondary roads and local connecting roads) were also classified as major roads.	24015	TRUE	TRUE	FALSE
Nitrogen dioxide air pollution; 2005	5116	356078	24016_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2005.	24016_irnt	TRUE	TRUE	TRUE
Nitrogen dioxide air pollution; 2005	5116	356078	24016_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2005.	24016_raw	FALSE	FALSE	FALSE
Nitrogen dioxide air pollution; 2006	5116	356078	24017_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2006.	24017_irnt	TRUE	TRUE	TRUE
Nitrogen dioxide air pollution; 2006	5116	356078	24017_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2006.	24017_raw	FALSE	FALSE	FALSE
Nitrogen dioxide air pollution; 2007	5116	356078	24018_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2007.	24018_irnt	TRUE	TRUE	TRUE
Nitrogen dioxide air pollution; 2007	5116	356078	24018_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2007.	24018_raw	FALSE	FALSE	FALSE
Particulate matter air pollution (pm10); 2007	5949	355245	24019_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	PM10 (particulate matter with diameter less than or equal to 10 micrometres); Land Use Regression (LUR) estimate for annual average 2007.	24019_irnt	TRUE	TRUE	TRUE
Particulate matter air pollution (pm10); 2007	5949	355245	24019_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	PM10 (particulate matter with diameter less than or equal to 10 micrometres); Land Use Regression (LUR) estimate for annual average 2007.	24019_raw	FALSE	FALSE	FALSE
Average daytime sound level of noise pollution	5116	356078	24020_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	LDay (day equivalent level): Average sound level pressure LAeq over the 12-hour period 07:00 to 19:00.	24020_irnt	TRUE	TRUE	TRUE
Average daytime sound level of noise pollution	5116	356078	24020_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	LDay (day equivalent level): Average sound level pressure LAeq over the 12-hour period 07:00 to 19:00.	24020_raw	FALSE	FALSE	FALSE
Average evening sound level of noise pollution	5116	356078	24021_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	LEve (evening equivalent level): Average sound level pressure LAeq between the hours of 19:00 to 23:00.	24021_irnt	TRUE	TRUE	TRUE
Average evening sound level of noise pollution	5116	356078	24021_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	LEve (evening equivalent level): Average sound level pressure LAeq between the hours of 19:00 to 23:00.	24021_raw	FALSE	FALSE	FALSE
Average night-time sound level of noise pollution	5116	356078	24022_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	LNight (night equivalent level): Average sound level pressure LAeq overnight 23:00 to 07:00.	24022_irnt	TRUE	TRUE	TRUE
Average night-time sound level of noise pollution	5116	356078	24022_0|| CONTINUOUS MAIN || CONTINUOUS ||  ||			continuous_raw	phesant	LNight (night equivalent level): Average sound level pressure LAeq overnight 23:00 to 07:00.	24022_raw	FALSE	FALSE	FALSE
Average 16-hour sound level of noise pollution	5116	356078	24023_0|| CONTINUOUS MAIN || CONTINUOUS || IRNT ||			continuous_irnt	phesant	LAeq,16hr (A-weighted equivalent sound level): Average sound level pressure LAeq between the hours of 07:00 to 23:00.	24023_irnt	TRUE	TRUE	TRUE
